Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan sanctioned
M,51.0,1646.88,Low,Commercial associate,Sales staff,Semi-Urban,42699.65,271.59,3.0,684.32,0,Unpossessed,Rural,1,76296.82,29889.75,True
M,37.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,91060.78,437.48,2.0,662.46,1,Inactive,Semi-Urban,1,125384.83,59189.51,True
F,65.0,1116.71,High,Pensioner,Retired,Semi-Urban,12046.57,47.78,1.0,827.19,0,Inactive,Semi-Urban,0,13540.8,9637.26,True
F,45.0,1899.62,Low,Commercial associate,High skill tech staff,Semi-Urban,37991.54,197.72,3.0,717.4,0,Active,Semi-Urban,1,63380.61,24694.5,True
M,18.0,1849.48,Low,Working,High skill tech staff,Semi-Urban,73680.15,392.94,5.0,756.39,0,Inactive,Urban,1,121756.82,58944.12,True
M,65.0,2458.94,High,Pensioner,Retired,Semi-Urban,45664.19,234.11,2.0,765.71,0,Unpossessed,Urban,1,63670.7,36531.35,True
M,19.0,1710.16,Low,Commercial associate,High skill tech staff,Semi-Urban,108891.48,359.35,3.0,685.69,0,Unpossessed,Rural,1,197786.32,70779.46,True
M,52.0,1610.99,Low,Working,Laborers,Semi-Urban,24552.42,203.04,2.0,747.19,1,Unpossessed,Semi-Urban,1,29911.61,17186.69,True
F,55.0,2300.43,Low,Commercial associate,Sales staff,Semi-Urban,33853.54,186.15,1.0,727.78,0,Unpossessed,Urban,1,45080.97,22004.8,True
F,31.0,1455.98,Low,Working,High skill tech staff,Semi-Urban,30766.3,223.93,1.0,829.98,0,Active,Urban,1,52110.2,21536.41,True
F,28.0,1917.71,Low,Working,Laborers,Semi-Urban,38842.26,386.32,2.0,743.28,0,Active,Rural,1,66223.71,25247.47,True
F,32.0,0.0,Low,Working,Sales staff,Rural,13175.9,88.96,0.0,659.46,1,Unpossessed,Semi-Urban,1,17555.39,9223.13,True
F,42.0,1848.35,Low,Working,Not available,Semi-Urban,190509.39,761.84,0.0,840.77,0,Inactive,Rural,1,290290.57,152407.51,True
F,54.0,1688.37,Low,Commercial associate,Laborers,Semi-Urban,99976.38,363.98,1.0,740.04,0,Active,Semi-Urban,1,173366.09,64984.65,True
F,48.0,2465.26,Low,Working,Core staff,Semi-Urban,47808.46,199.64,0.0,865.03,0,Unpossessed,Urban,1,60444.3,35856.34,True
F,58.0,1745.2,Low,Working,Laborers,Semi-Urban,195465.05,751.39,4.0,670.96,1,Active,Urban,1,243958.87,127052.28,True
F,60.0,1919.25,Low,Working,Not available,Semi-Urban,44966.6,230.06,2.0,737.33,0,Unpossessed,Semi-Urban,1,72398.71,29228.29,True
F,18.0,0.0,Low,Commercial associate,IT staff,Semi-Urban,64561.65,344.2,2.0,740.04,0,Active,Rural,1,76760.18,45193.16,True
M,18.0,3307.85,Low,Commercial associate,High skill tech staff,Urban,188014.46,565.87,2.0,749.39,1,Unpossessed,Semi-Urban,1,269993.6,122209.4,True
F,28.0,1877.55,Low,Working,Not available,Semi-Urban,52674.66,268.54,2.0,714.0,0,Unpossessed,Semi-Urban,1,63278.64,36872.26,True
F,32.0,1548.78,Low,Commercial associate,High skill tech staff,Semi-Urban,29784.92,154.38,0.0,723.32,0,Active,Semi-Urban,1,35337.24,20849.44,True
M,26.0,0.0,Low,Working,Not available,Urban,201268.8,783.94,2.0,778.21,0,Inactive,Semi-Urban,1,250492.66,150951.6,True
M,52.0,1627.9,Low,Working,Sales staff,Semi-Urban,31357.5,177.05,1.0,672.77,0,Inactive,Rural,1,34575.04,21950.25,True
M,52.0,3463.55,Low,Commercial associate,Managers,Semi-Urban,145679.0,667.36,2.0,745.79,0,Active,Urban,1,268112.57,94691.35,True
M,37.0,1562.82,Low,Commercial associate,Sales staff,Semi-Urban,25155.92,231.73,3.0,813.77,0,Unpossessed,Semi-Urban,1,33754.28,20124.74,True
M,48.0,1380.96,Low,Working,Accountants,Semi-Urban,69177.62,322.45,1.0,839.23,1,Inactive,Rural,1,101832.15,55342.1,True
F,54.0,1215.84,Low,Working,Core staff,Semi-Urban,148681.7,446.66,2.0,762.3,0,Active,Urban,1,164760.25,104077.19,True
F,43.0,2247.06,Low,Working,Drivers,Semi-Urban,125204.81,699.94,2.0,778.84,1,Active,Semi-Urban,1,159218.93,100163.85,True
F,18.0,4019.17,Low,Working,Laborers,Urban,208145.51,618.65,3.0,758.61,0,Unpossessed,Urban,1,284399.34,145701.86,True
F,36.0,3498.58,Low,Working,Not available,Semi-Urban,62197.19,366.71,2.0,810.39,1,Active,Rural,1,114026.92,43538.03,True
M,31.0,5351.7775,Low,Commercial associate,Core staff,Semi-Urban,130104.71,660.14,1.0,789.48,0,Active,Rural,1,236102.25,97578.53,True
M,18.0,3398.89,Low,Working,Laborers,Rural,167434.31,563.83,4.0,760.35,0,Inactive,Urban,1,191476.61,117204.02,True
M,37.0,0.0,Low,Working,Medicine staff,Semi-Urban,54422.01,285.91,1.0,663.72,0,Active,Urban,1,68231.25,35374.31,True
F,56.0,1343.19,Low,Working,High skill tech staff,Semi-Urban,30281.71,249.04,4.0,695.17,0,Unpossessed,Rural,1,52777.12,19683.11,True
F,54.0,789.73,Low,Commercial associate,Not available,Rural,79190.09,272.84,2.0,837.13,0,Active,Rural,1,100597.22,59392.57,True
F,49.0,832.6,Low,State servant,Laborers,Rural,27936.29,153.51,4.0,770.49,1,Active,Urban,1,43776.04,20952.22,True
M,18.0,1337.49,Low,Working,Laborers,Rural,67515.19,371.59,4.0,764.7,0,Inactive,Urban,1,103567.81,50636.39,True
F,38.0,1838.17,Low,Working,Laborers,Rural,189617.09,519.17,4.0,740.04,0,Unpossessed,Rural,1,215881.82,132731.96,True
M,48.0,5351.7775,Low,Working,Managers,Urban,104373.8,465.04,1.0,703.63,0,Active,Semi-Urban,1,160028.85,67842.97,True
F,62.0,5351.7775,High,Pensioner,Retired,Urban,87356.9,946.50875,1.0,807.09,0,Active,Semi-Urban,1,143509.85,61149.83,True
F,27.0,0.0,Low,Commercial associate,Not available,Semi-Urban,40946.64,187.87,2.0,855.23,0,Active,Rural,1,65551.51,30709.98,True
F,47.0,3824.91,Low,Commercial associate,Drivers,Urban,82022.84,396.65,5.0,719.24,0,Inactive,Urban,1,101693.9,53314.85,True
F,18.0,1574.68,Low,Working,Sales staff,Semi-Urban,29880.82,228.69,0.0,675.79,0,Active,Semi-Urban,1,37678.41,19422.53,True
M,28.0,5244.27,Low,Commercial associate,Not available,Urban,114525.81,579.29,3.0,760.05,0,Unpossessed,Semi-Urban,1,135243.84,91620.65,True
F,42.0,2493.94,Low,Working,Managers,Rural,85503.87,346.41,0.0,712.75,0,Unpossessed,Rural,1,101058.08,55577.52,True
M,52.0,0.0,High,others,Unknown,Semi-Urban,77097.81,218.18,3.0,666.12,1,Unpossessed,Urban,1,120857.18,50113.58,True
F,61.0,2550.93,Low,Working,Laborers,Urban,142950.21,946.50875,3.0,813.68,0,Inactive,Urban,1,183586.75,107212.66,True
F,47.0,3789.8,Low,Commercial associate,Managers,Urban,215493.44,848.82,2.0,887.94,0,Unpossessed,Rural,1,258950.32,161620.08,True
F,34.0,2729.38,Low,Working,Sales staff,Semi-Urban,239032.67,839.91,2.0,758.45,0,Active,Urban,1,290585.66,177270.41499999998,True
M,36.0,1834.87,Low,Working,Not available,Semi-Urban,30270.71,244.85,3.0,773.52,0,Unpossessed,Rural,1,41815.07,22703.03,True
F,18.0,5351.7775,Low,Commercial associate,Managers,Urban,51022.22,336.07,2.0,825.31,0,Unpossessed,Rural,1,65261.64,38266.66,True
F,25.0,1957.82,Low,Working,Laborers,Semi-Urban,108298.17,436.24,2.0,789.77,0,Unpossessed,Rural,1,189694.74,81223.63,True
F,18.0,2620.62,Low,Working,Laborers,Semi-Urban,71013.43,0.0,2.0,670.76,0,Unpossessed,Rural,1,109212.03,49709.4,True
M,65.0,570.12,High,Pensioner,Retired,Semi-Urban,43579.99,168.27,3.0,706.96,1,Active,Urban,1,68655.4,30505.99,True
M,36.0,2105.91,Low,Commercial associate,Sales staff,Rural,86310.96,269.33,3.0,822.25,0,Active,Semi-Urban,1,114406.96,64733.22,True
F,63.0,2398.16,Low,Working,Managers,Semi-Urban,38996.5,223.17,1.0,787.77,0,Inactive,Semi-Urban,1,66253.19,31197.2,True
M,65.0,4608.61,High,Pensioner,Retired,Urban,176314.46,634.09,1.0,815.78,0,Active,Rural,0,318086.78,123420.12,True
M,61.0,1772.22,Low,Working,Not available,Semi-Urban,27921.61,135.67,3.0,673.76,0,Unpossessed,Rural,1,51078.27,19545.13,True
F,18.0,778.35,Low,Working,Security staff,Semi-Urban,69235.87,268.47,2.0,708.56,0,Inactive,Urban,1,111638.52,48465.11,True
M,51.0,2523.03,Low,State servant,Medicine staff,Rural,159459.4,711.84,3.0,792.15,1,Inactive,Rural,1,266220.25,119594.55,True
M,39.0,2128.39,Low,Working,High skill tech staff,Rural,38827.19,284.12,1.0,677.3,0,Unpossessed,Urban,1,73101.76,27179.03,True
F,52.0,2390.31,Low,Working,Not available,Semi-Urban,69573.56,330.69,2.0,663.59,0,Inactive,Semi-Urban,1,127393.0,45222.81,True
F,32.0,1576.57,Low,Working,High skill tech staff,Semi-Urban,30007.91,315.79,3.0,758.69,0,Unpossessed,Rural,1,42287.23,24006.33,True
F,64.0,1202.75,Low,Working,Managers,Semi-Urban,72969.1,400.1,3.0,751.19,0,Inactive,Rural,1,131613.98,51078.37,True
M,20.0,1295.39,Low,Working,Sales staff,Rural,135246.74,616.08,2.0,827.85,0,Unpossessed,Rural,1,213014.15,94672.72,True
M,18.0,2205.79,Low,Working,Cooking staff,Semi-Urban,43319.75,189.67,4.0,766.81,0,Inactive,Urban,1,67941.76,32489.81,True
M,18.0,2449.46,Low,Working,Not available,Semi-Urban,122697.81,575.0,1.0,755.15,0,Unpossessed,Urban,1,204098.99,92023.36,True
M,18.0,2798.73,Low,Commercial associate,Laborers,Semi-Urban,83296.91,464.23,3.0,825.72,0,Unpossessed,Semi-Urban,1,103019.85,62472.68,True
F,22.0,2144.66,Low,Working,Core staff,Urban,91211.29,306.93,0.0,839.42,0,Unpossessed,Urban,1,103827.8,63847.9,True
F,22.0,2168.19,Low,Commercial associate,Security staff,Rural,98163.81,427.13,3.0,730.55,0,Unpossessed,Urban,1,164919.52,63806.48,True
M,41.0,1394.89,Low,Working,Security staff,Semi-Urban,174603.32,491.29,2.0,841.19,0,Active,Rural,1,234010.26,122222.32,True
F,37.0,2141.79,Low,Working,High skill tech staff,Rural,42010.88,254.63,2.0,670.08,0,Active,Semi-Urban,1,53137.0,29407.62,True
F,52.0,4116.05,Low,Commercial associate,Managers,Semi-Urban,185057.2,609.98,3.0,782.49,0,Inactive,Semi-Urban,1,279931.9,148045.76,True
F,36.0,2521.81,Low,Working,Not available,Semi-Urban,34397.18,352.82,3.0,749.8,0,Active,Semi-Urban,1,46326.1,22358.17,True
M,47.0,978.61,Low,Working,Low-skill Laborers,Semi-Urban,114944.5,395.56,2.0,740.04,0,Unpossessed,Rural,1,213737.08,80461.15,True
M,29.0,2727.69,Low,Working,Laborers,Semi-Urban,81498.59,345.04,2.0,697.84,0,Unpossessed,Rural,1,123577.68,52974.08,True
M,18.0,1413.62,Low,Working,Laborers,Semi-Urban,37023.31,192.26,2.0,737.45,1,Active,Semi-Urban,1,53104.31,24065.15,True
F,46.0,913.62,Low,Commercial associate,Sales staff,Rural,91406.76,293.39,3.0,746.62,0,Inactive,Semi-Urban,1,165148.63,63984.73,True
F,62.0,1736.4,High,Pensioner,Retired,Semi-Urban,10934.88,106.29,1.0,781.1,0,Unpossessed,Semi-Urban,1,19348.08,8201.16,True
F,54.0,673.32,Low,Working,Laborers,Rural,19285.45,94.93,3.0,822.16,0,Unpossessed,Rural,1,29137.94,15428.36,True
M,42.0,1057.77,Low,Working,Not available,Semi-Urban,29091.77,164.21,4.0,764.77,1,Active,Rural,1,50528.86,21818.83,True
M,41.0,2130.32,Low,Commercial associate,Core staff,Semi-Urban,69420.77,184.99,0.0,651.94,1,Active,Urban,1,109836.34,45123.5,True
F,57.0,1918.46,Low,Working,Laborers,Urban,40855.1,243.76,3.0,668.13,0,Inactive,Rural,1,60654.06,26555.82,True
F,33.0,3101.7,Low,Working,Medicine staff,Semi-Urban,82586.83,572.31,2.0,714.63,0,Active,Urban,1,100728.73,53681.44,True
F,32.0,3166.74,Low,Commercial associate,Core staff,Semi-Urban,85997.34,444.51,2.0,669.98,0,Inactive,Rural,1,162235.23,55898.27,True
F,23.0,1368.64,Low,Working,Sales staff,Semi-Urban,45895.59,334.22,3.0,698.0,0,Active,Urban,1,77528.9,29832.13,True
M,42.0,0.0,Low,Working,Not available,Semi-Urban,120834.31,344.52,2.0,737.35,0,Active,Rural,1,210483.16,78542.3,True
M,18.0,4598.97,Low,Working,Laborers,Urban,116565.61,349.91,2.0,795.06,1,Inactive,Rural,1,140559.55,87424.21,True
F,36.0,2139.69,Low,Working,Security staff,Semi-Urban,68217.96,333.53,0.0,650.54,1,Inactive,Rural,1,99446.05,44341.67,True
M,61.0,2532.76,Low,Working,Laborers,Semi-Urban,94732.39,765.1,0.0,740.04,0,Inactive,Rural,1,131989.81,75785.91,True
M,63.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,36507.95,225.53,2.0,702.45,0,Unpossessed,Rural,1,50769.59,25555.56,True
F,50.0,1905.8,Low,State servant,Core staff,Semi-Urban,37674.69,378.17,3.0,764.1,0,Active,Semi-Urban,1,68928.57,28256.02,True
M,58.0,3365.36,Low,Commercial associate,Laborers,Urban,71433.23,269.59,2.0,753.64,0,Inactive,Urban,1,85075.16,53574.92,True
F,18.0,1769.24,Low,Working,Security staff,Semi-Urban,54448.8,312.89,2.0,740.04,0,Inactive,Rural,1,63909.66,43559.04,True
F,22.0,1566.51,Low,Working,Sales staff,Rural,13856.73,158.09,3.0,713.83,0,Inactive,Rural,1,18965.21,9006.87,True
M,33.0,1974.0,Low,Working,Sales staff,Semi-Urban,25061.49,219.92,3.0,674.06,0,Inactive,Semi-Urban,1,44537.6,17543.04,True
M,42.0,2149.77,Low,Working,Cooking staff,Semi-Urban,54888.19,288.57,2.0,717.43,1,Unpossessed,Urban,1,67300.13,35677.32,True
M,26.0,3062.05,Low,Commercial associate,High skill tech staff,Urban,93707.37,395.6,1.0,785.43,0,Active,Semi-Urban,1,136762.65,65595.16,True
F,44.0,2637.09,Low,State servant,Not available,Rural,126994.67,621.84,3.0,786.15,0,Active,Rural,1,210083.87,95246.0,True
F,18.0,2601.75,Low,Working,Core staff,Semi-Urban,119851.26,558.69,3.0,666.5,0,Inactive,Urban,1,189641.91,77903.32,True
F,61.0,2365.73,High,Pensioner,Retired,Semi-Urban,114573.62,340.66,2.0,829.98,0,Active,Semi-Urban,1,186403.56,80201.53,True
M,53.0,0.0,Low,Working,Cooking staff,Semi-Urban,216921.39,859.54,3.0,660.86,0,Active,Urban,1,277414.11,151844.97,True
F,52.0,4706.57,Low,Commercial associate,Managers,Urban,191533.1,623.98,2.0,854.26,0,Active,Urban,1,252886.3,153226.48,True
M,36.0,2031.03,Low,Commercial associate,Laborers,Semi-Urban,83325.46,492.11,4.0,812.07,0,Unpossessed,Rural,1,147426.91,66660.37,True
M,55.0,999.09,Low,Working,Not available,Urban,83060.27,308.54,3.0,858.89,0,Inactive,Semi-Urban,1,122689.82,66448.22,True
M,52.0,4024.44,Low,Working,Not available,Rural,94659.47,483.69,2.0,781.46,0,Active,Rural,1,110118.35,75727.58,True
M,65.0,2945.37,High,Pensioner,Retired,Semi-Urban,176360.39,513.44,1.0,800.71,0,Inactive,Rural,1,269267.43,123452.27,True
M,20.0,4167.85,Low,Commercial associate,Managers,Rural,60439.95,308.68,1.0,836.73,0,Inactive,Rural,1,74792.2,42307.96,True
M,52.0,968.56,Low,Working,Not available,Semi-Urban,49468.96,229.09,1.0,740.89,0,Active,Rural,1,62808.01,34628.27,True
M,65.0,1968.43,High,Pensioner,Retired,Urban,236555.03,662.1,1.0,873.23,1,Active,Rural,1,369850.44375,177270.41499999998,True
F,18.0,3446.05,Low,Working,Not available,Semi-Urban,67799.52,593.77,0.0,757.33,1,Inactive,Semi-Urban,1,76486.51,54239.62,True
F,41.0,1067.85,Low,Working,Sales staff,Rural,26040.98,134.9,0.0,740.04,0,Active,Semi-Urban,1,40500.58,18228.69,True
M,27.0,2943.19,Low,Working,Low-skill Laborers,Semi-Urban,37089.01,199.04,2.0,697.74,0,Inactive,Semi-Urban,1,57246.19,25962.31,True
F,64.0,1975.78,Low,Working,Sales staff,Semi-Urban,179230.36,701.88,2.0,777.74,1,Inactive,Urban,1,314049.66,143384.29,True
M,45.0,1653.04,Low,Working,Not available,Semi-Urban,24892.32,127.41,1.0,755.2,0,Inactive,Urban,1,46063.12,19913.86,True
M,27.0,1670.36,Low,Commercial associate,Laborers,Semi-Urban,75209.74,427.26,2.0,674.81,0,Active,Urban,1,110914.57,48886.33,True
F,18.0,2159.38,Low,Working,Laborers,Semi-Urban,40827.37,355.71,3.0,784.32,0,Active,Urban,1,72200.9,28579.16,True
M,65.0,4804.51,High,Pensioner,Retired,Rural,100006.26,946.50875,2.0,870.38,0,Unpossessed,Semi-Urban,1,115089.21,80005.01,True
M,18.0,0.0,Low,Working,Sales staff,Semi-Urban,125908.19,396.88,3.0,721.67,0,Inactive,Rural,1,152450.22,88135.73,True
F,55.0,1539.74,Low,Working,Cleaning staff,Semi-Urban,26872.21,137.39,1.0,800.67,0,Inactive,Urban,1,40382.07,18810.55,True
M,36.0,0.0,Low,Commercial associate,Not available,Urban,35335.38,171.79,1.0,686.64,0,Active,Urban,1,41471.38,22968.0,True
F,35.0,2600.5,Low,Working,Not available,Semi-Urban,53444.92,0.0,0.0,734.64,0,Unpossessed,Urban,1,92869.69,34739.2,True
M,24.0,0.0,Low,Working,Laborers,Urban,83187.14,382.29,1.0,740.04,0,Inactive,Semi-Urban,1,110317.66,66549.71,True
F,34.0,2099.9,Low,Working,Sales staff,Semi-Urban,63378.25,212.67,2.0,890.02,0,Unpossessed,Rural,1,77339.15,44364.77,True
M,26.0,3927.41,Low,Working,Not available,Semi-Urban,100408.34,675.68,2.0,825.5,0,Active,Semi-Urban,1,125125.63,75306.26,True
M,34.0,1978.95,Low,State servant,Core staff,Semi-Urban,122682.93,501.23,2.0,714.53,0,Unpossessed,Urban,1,169034.53,85878.05,True
F,33.0,1843.28,Low,Commercial associate,Managers,Semi-Urban,25895.93,174.25,3.0,716.16,0,Active,Urban,1,39946.06,18127.15,True
M,62.0,1833.23,Low,Working,Laborers,Urban,47003.56,256.48,3.0,771.71,1,Active,Urban,1,55392.26,35252.67,True
M,18.0,3360.24,Low,Commercial associate,Not available,Semi-Urban,64902.69,319.36,2.0,770.15,0,Inactive,Rural,1,101130.83,45431.88,True
F,21.0,2024.45,Low,Working,Not available,Urban,81452.33,631.29,2.0,695.69,1,Inactive,Rural,1,103376.91,52944.01,True
M,33.0,2065.49,Low,Working,Laborers,Semi-Urban,70314.54,466.93,2.0,656.73,0,Active,Semi-Urban,1,118413.59,45704.45,True
F,65.0,4573.47,High,Pensioner,Retired,Semi-Urban,103339.48,277.5,2.0,868.58,0,Unpossessed,Urban,1,151094.58,77504.61,True
F,18.0,2193.21,Low,Commercial associate,Not available,Semi-Urban,174743.82,560.78,3.0,769.88,0,Unpossessed,Rural,1,298641.89,131057.86,True
F,20.0,5351.7775,Low,Commercial associate,Drivers,Urban,243142.18,732.78,0.0,776.72,0,Unpossessed,Rural,1,369850.44375,177270.41499999998,True
M,52.0,1943.49,Low,Working,IT staff,Rural,129620.92,485.24,1.0,851.26,0,Active,Semi-Urban,1,151428.17,97215.69,True
F,56.0,1233.08,Low,Working,Not available,Semi-Urban,57397.03,153.92,2.0,740.04,0,Inactive,Rural,1,86124.31,37308.07,True
M,33.0,2819.34,Low,Working,Laborers,Semi-Urban,44163.58,342.39,2.0,780.14,1,Unpossessed,Semi-Urban,1,61065.1,33122.68,True
M,65.0,0.0,High,Pensioner,Retired,Semi-Urban,135101.15,627.87,2.0,740.04,0,Inactive,Semi-Urban,1,157588.32,94570.8,True
M,34.0,1872.69,Low,Commercial associate,Sales staff,Rural,35338.78,125.39,2.0,691.94,1,Inactive,Urban,1,47365.97,22970.21,True
F,28.0,2223.6,Low,State servant,Managers,Semi-Urban,81897.11,492.74,4.0,815.14,0,Unpossessed,Semi-Urban,1,94019.41,61422.83,True
M,31.0,1671.74,Low,Commercial associate,Accountants,Semi-Urban,63173.31,446.97,2.0,862.97,0,Active,Rural,1,74901.99,47379.98,True
M,56.0,3023.77,Low,Commercial associate,Managers,Semi-Urban,167393.3,604.98,1.0,840.35,0,Inactive,Semi-Urban,1,252373.44,133914.64,True
F,65.0,1600.95,High,Pensioner,Retired,Semi-Urban,50755.0,188.24,2.0,841.83,0,Inactive,Semi-Urban,1,57308.85,40604.0,True
F,18.0,1357.58,Low,Working,Core staff,Semi-Urban,37854.51,422.85,4.0,659.38,0,Unpossessed,Semi-Urban,1,67868.03,24605.43,True
F,47.0,1308.16,Low,Commercial associate,High skill tech staff,Urban,137107.1,401.79,2.0,820.72,0,Inactive,Rural,1,188137.59,109685.68,True
F,60.0,4198.07,Low,Commercial associate,Laborers,Rural,147118.22,650.52,2.0,856.59,0,Active,Urban,1,247363.81,110338.66,True
M,50.0,1910.87,Low,Commercial associate,Laborers,Semi-Urban,97174.35,466.49,1.0,830.08,0,Active,Semi-Urban,1,119121.96,68022.04,True
F,28.0,5351.7775,Low,Commercial associate,Laborers,Semi-Urban,28242.22,132.31,2.0,838.73,0,Active,Semi-Urban,1,44825.28,19769.55,True
M,47.0,2045.83,Low,Working,Managers,Semi-Urban,74691.62,299.71,2.0,717.2,0,Inactive,Semi-Urban,1,137743.44,52284.13,True
M,56.0,2015.85,Low,Commercial associate,High skill tech staff,Semi-Urban,103526.17,528.37,4.0,831.14,0,Inactive,Rural,1,159434.23,77644.63,True
M,64.0,1385.41,Low,Commercial associate,Sales staff,Semi-Urban,107971.78,488.11,2.0,782.01,0,Inactive,Semi-Urban,1,181588.74,75580.25,True
F,65.0,2246.23,High,Pensioner,Retired,Rural,60747.81,308.86,2.0,822.72,0,Unpossessed,Semi-Urban,1,113553.84,48598.25,True
F,20.0,2384.82,Low,Commercial associate,Managers,Semi-Urban,79808.59,620.14,1.0,769.07,0,Active,Semi-Urban,1,113018.77,55866.01,True
F,32.0,1838.39,Low,Working,Drivers,Semi-Urban,48542.57,176.89,2.0,738.94,0,Active,Rural,1,89317.59,31552.67,True
F,42.0,3310.53,Low,Working,Managers,Semi-Urban,74976.27,401.67,3.0,825.14,0,Inactive,Rural,1,109071.59,52483.39,True
F,65.0,1195.77,High,Pensioner,Retired,Rural,28131.27,127.07,2.0,789.97,0,Inactive,Rural,1,32357.01,19691.89,True
F,40.0,1472.68,Low,Commercial associate,Core staff,Semi-Urban,52984.18,299.42,2.0,851.6,0,Inactive,Urban,1,70058.86,42387.34,True
M,58.0,2444.68,Low,Working,Drivers,Rural,119318.57,379.71,2.0,723.64,0,Inactive,Semi-Urban,1,140372.43,77557.07,True
F,53.0,2259.89,Low,Working,Core staff,Semi-Urban,66790.89,654.63,3.0,754.64,0,Unpossessed,Urban,1,121356.1,53432.71,True
F,34.0,2841.02,Low,Commercial associate,Sales staff,Urban,24549.91,135.19,2.0,681.7,0,Inactive,Semi-Urban,1,42695.51,17184.94,True
M,54.0,1705.18,Low,Commercial associate,Medicine staff,Rural,31049.98,91.18,1.0,729.41,0,Active,Rural,1,40860.53,20182.49,True
F,62.0,3136.76,High,Pensioner,Retired,Rural,112366.5,366.19,1.0,835.29,0,Inactive,Urban,0,172575.92,89893.2,True
F,45.0,0.0,Low,Commercial associate,Core staff,Urban,75636.06,291.63,0.0,795.48,1,Active,Semi-Urban,1,91782.02,60508.85,True
M,25.0,1374.51,Low,Working,Core staff,Rural,25285.36,296.9,1.0,700.84,0,Inactive,Rural,1,38680.07,16435.48,True
F,65.0,1770.07,High,Pensioner,Retired,Rural,16868.6,69.84,2.0,856.8,0,Inactive,Semi-Urban,1,27626.88,11808.02,True
F,24.0,1701.06,Low,Commercial associate,Not available,Semi-Urban,25784.72,185.12,2.0,734.42,0,Inactive,Rural,1,43297.49,18049.3,True
M,50.0,0.0,Low,Working,Medicine staff,Semi-Urban,47206.6,238.12,2.0,673.65,0,Active,Semi-Urban,1,79196.98,33044.62,True
F,18.0,4025.08,Low,Commercial associate,Managers,Semi-Urban,243162.81,781.68,2.0,824.05,0,Active,Urban,1,360167.17,177270.41499999998,True
F,38.0,2116.99,Low,Working,Managers,Semi-Urban,51942.52,257.19,3.0,851.06,0,Unpossessed,Urban,1,57701.11,46748.27,True
M,63.0,4026.98,High,Pensioner,Retired,Semi-Urban,119662.88,391.3,1.0,870.09,0,Unpossessed,Urban,1,211778.91,95730.3,True
M,43.0,2178.6,Low,State servant,Secretaries,Semi-Urban,61154.19,0.0,2.0,787.79,0,Inactive,Urban,1,88436.1,45865.64,True
M,58.0,3120.56,Low,Working,Cleaning staff,Urban,104543.33,783.89,1.0,740.22,0,Unpossessed,Rural,1,152372.44,67953.16,True
F,44.0,2339.43,Low,Commercial associate,Not available,Semi-Urban,102634.25,530.88,2.0,727.19,0,Inactive,Rural,1,118243.27,71843.97,True
F,18.0,2837.5,Low,Working,Sales staff,Rural,135626.44,460.69,4.0,693.44,0,Unpossessed,Urban,1,175419.55,88157.19,True
M,26.0,821.85,Low,Working,Core staff,Rural,39505.9,247.61,2.0,687.16,0,Unpossessed,Rural,1,69321.06,27654.13,True
F,63.0,2946.29,Low,Working,Private service staff,Semi-Urban,112863.51,545.88,0.0,752.44,0,Active,Urban,1,154915.6,79004.46,True
