Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,30.0,1261.99,Low,Working,Sales staff,Semi-Urban,11050.59,132.9,2.0,712.92,0,Unpossessed,Urban,1,12334.69,False
M,30.0,2227.83,Low,Commercial associate,Not available,Semi-Urban,77410.34,448.38,2.0,790.14,0,Active,Rural,1,125338.32,False
F,54.0,5137.077499999999,Low,Working,Managers,Semi-Urban,67873.56,365.17,2.0,758.54,0,Active,Urban,0,90667.97,False
F,59.0,4596.17,Low,Commercial associate,Managers,Semi-Urban,156149.1,487.98,1.0,781.89,0,Inactive,Rural,1,263346.58,False
F,18.0,0.0,Low,Working,Drivers,Rural,75792.62,312.48,4.0,740.04,1,Active,Semi-Urban,1,92971.91,False
M,18.0,1743.23,Low,State servant,Core staff,Semi-Urban,60172.72,298.53,3.0,818.08,0,Active,Rural,1,80983.73,False
M,58.0,3034.11,Low,Commercial associate,Core staff,Semi-Urban,100074.75,753.37,2.0,645.01,0,Unpossessed,Urban,0,150495.15,False
F,46.0,1284.62,Low,Working,Not available,Rural,34678.8,189.94,1.0,633.04,0,Active,Rural,1,60629.03,False
F,54.0,4246.35,Low,Commercial associate,High skill tech staff,Semi-Urban,107614.61,902.19,3.0,835.02,0,Active,Rural,0,171597.77,False
F,58.0,1856.35,Low,Working,Laborers,Semi-Urban,81341.16,436.72,2.0,725.34,0,Active,Semi-Urban,0,118111.57,False
F,26.0,1854.44,Low,Working,Laborers,Semi-Urban,129995.88,440.54,2.0,611.76,0,Active,Rural,0,223219.15,False
F,30.0,1272.86,Low,Working,Laborers,Semi-Urban,42372.71,335.25,6.0,619.6,0,Unpossessed,Semi-Urban,1,60019.95,False
M,42.0,2449.89,Low,Working,Accountants,Rural,158592.27,590.33,3.0,634.43,1,Active,Rural,0,204636.05,False
M,19.0,0.0,Low,Working,Sales staff,Rural,75102.02,310.31,1.0,621.7,1,Inactive,Semi-Urban,1,138485.87,False
F,42.0,2187.08,Low,Working,Not available,Semi-Urban,168261.41,502.76,3.0,722.91,0,Active,Semi-Urban,0,185577.15,False
F,29.0,2121.95,Low,Commercial associate,Not available,Semi-Urban,93562.92,441.49,3.0,616.69,0,Unpossessed,Urban,1,133063.81,False
M,59.0,1512.96,Low,State servant,Drivers,Semi-Urban,26747.73,135.18,2.0,634.55,0,Active,Urban,1,32994.37,False
M,18.0,5137.077499999999,Low,Working,Managers,Semi-Urban,129458.24,683.64,2.0,802.79,1,Inactive,Semi-Urban,1,171471.77,False
F,55.0,0.0,Low,Working,Low-skill Laborers,Semi-Urban,38397.49,275.16,2.0,621.02,1,Active,Urban,1,49923.75,False
M,20.0,0.0,Low,Working,Not available,Semi-Urban,85605.84,456.75,4.0,644.95,0,Active,Urban,1,126897.82,False
M,62.0,1268.88,Low,Working,Not available,Semi-Urban,34899.09,182.0,2.0,697.24,0,Inactive,Urban,1,42970.24,False
F,39.0,3110.18,Low,State servant,High skill tech staff,Semi-Urban,125244.13,572.65,3.0,626.69,0,Inactive,Urban,1,178266.47,False
F,39.0,3456.62,Low,Working,Security staff,Semi-Urban,117198.92,323.2,4.0,626.54,0,Inactive,Urban,1,142537.05,False
M,43.0,0.0,Low,State servant,Core staff,Rural,53360.33,233.64,3.0,643.63,0,Unpossessed,Urban,1,98450.28,False
M,57.0,2186.38,Low,State servant,Not available,Semi-Urban,79633.81,450.91,1.0,701.36,0,Active,Urban,0,117637.61,False
F,58.0,2410.76,Low,State servant,Not available,Rural,118628.37,429.69,4.0,770.01,0,Unpossessed,Rural,1,144110.32,False
F,34.0,4515.85,Low,Commercial associate,Core staff,Semi-Urban,74842.59,311.48,2.0,846.8,0,Inactive,Urban,1,112561.84,False
F,54.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,60424.87,288.33,4.0,602.41,0,Active,Urban,1,104703.66,False
M,24.0,3297.45,Low,Working,Sales staff,Semi-Urban,90863.24,881.16,2.0,639.05,0,Active,Semi-Urban,1,146071.61,False
M,48.0,0.0,Low,Working,Sales staff,Semi-Urban,26885.86,121.45,2.0,613.7,1,Active,Rural,0,30322.63,False
M,63.0,3372.4,Low,Working,Core staff,Semi-Urban,147000.29,593.89,2.0,629.8,0,Active,Semi-Urban,0,266795.6,False
M,62.0,2905.2,Low,Working,Drivers,Semi-Urban,134527.55,490.39,2.0,598.35,0,Inactive,Rural,1,194909.1,False
F,49.0,1912.11,Low,Working,Laborers,Semi-Urban,49182.16,230.45,3.0,635.02,0,Inactive,Urban,0,80904.35,False
M,30.0,1237.25,Low,Working,Security staff,Semi-Urban,42290.83,331.21,1.0,623.53,0,Active,Semi-Urban,1,59754.75,False
F,34.0,1622.02,Low,Commercial associate,Laborers,Semi-Urban,71026.69,455.9,3.0,639.6,0,Active,Urban,1,97861.44,False
M,49.0,1688.85,Low,Commercial associate,Drivers,Rural,30576.22,379.46,1.0,640.77,0,Inactive,Rural,1,51697.41,False
F,18.0,1054.23,Low,Working,Core staff,Rural,46396.36,349.04,3.0,610.3,1,Inactive,Semi-Urban,1,86571.18,False
M,24.0,1888.13,Low,Working,High skill tech staff,Semi-Urban,39976.95,273.3,2.0,594.11,1,Active,Semi-Urban,1,44573.64,False
M,30.0,2964.94,Low,Commercial associate,Low-skill Laborers,Rural,43117.75,158.9,2.0,751.3,0,Inactive,Semi-Urban,0,80762.3,False
F,18.0,914.62,Low,Commercial associate,Not available,Semi-Urban,39017.86,312.52,1.0,693.36,0,Inactive,Rural,0,67553.82,False
M,64.0,1925.61,Low,Commercial associate,Drivers,Semi-Urban,22291.36,162.36,2.0,636.29,1,Active,Semi-Urban,1,30529.71,False
M,29.0,3227.26,Low,Working,High skill tech staff,Rural,20399.21,214.47,1.0,723.04,0,Active,Semi-Urban,0,31757.79,False
M,34.0,929.32,Low,Working,Laborers,Semi-Urban,27088.29,138.09,1.0,704.09,0,Inactive,Urban,0,39254.59,False
F,26.0,2813.81,Low,Working,Drivers,Rural,26125.24,132.76,2.0,823.97,0,Active,Semi-Urban,0,36784.71,False
M,36.0,981.76,Low,Working,Laborers,Semi-Urban,41988.38,217.45,1.0,788.48,1,Inactive,Rural,1,54947.64,False
F,18.0,3241.07,Low,Working,High skill tech staff,Semi-Urban,98463.38,308.07,2.0,832.87,0,Inactive,Urban,0,112522.84,False
M,47.0,1552.45,Low,Commercial associate,Sales staff,Semi-Urban,37622.83,306.5,2.0,784.9,0,Inactive,Urban,0,46798.06,False
M,41.0,2169.07,Low,Working,Sales staff,Semi-Urban,27668.28,136.96,5.0,659.38,0,Active,Semi-Urban,1,51779.61,False
M,23.0,2092.53,Low,Working,Managers,Rural,55624.34,396.21,4.0,739.74,0,Unpossessed,Semi-Urban,0,79551.15,False
F,24.0,3491.39,Low,Working,Laborers,Urban,89933.58,483.82,3.0,625.25,1,Inactive,Semi-Urban,1,125014.53,False
M,56.0,3697.64,Low,Working,Laborers,Urban,179402.9,912.1887499999999,2.0,823.71,0,Inactive,Urban,0,310825.69,False
F,62.0,3861.2,Low,Working,Laborers,Semi-Urban,82631.66,377.49,4.0,830.58,0,Unpossessed,Semi-Urban,0,101065.4,False
M,61.0,4218.01,Low,Working,Laborers,Semi-Urban,43176.62,245.26,1.0,619.31,0,Inactive,Urban,0,72891.2,False
F,39.0,3076.98,Low,Commercial associate,Laborers,Rural,138060.12,509.9,2.0,645.47,0,Active,Semi-Urban,1,194783.94,False
M,21.0,4062.81,Low,Working,Cooking staff,Semi-Urban,126686.98,646.09,3.0,630.95,0,Inactive,Rural,1,179941.74,False
F,63.0,5137.077499999999,Low,State servant,Laborers,Semi-Urban,98541.75,520.05,3.0,825.67,0,Inactive,Urban,1,115113.95,False
F,22.0,0.0,Low,Working,Laborers,Urban,66540.12,352.39,2.0,740.04,0,Inactive,Rural,1,77379.12,False
M,58.0,0.0,Low,Commercial associate,Drivers,Rural,57952.56,206.16,2.0,628.63,0,Active,Urban,1,90479.28,False
M,34.0,2517.85,Low,Working,Laborers,Semi-Urban,43975.26,482.7,1.0,635.71,1,Inactive,Rural,1,53224.36,False
M,30.0,4119.96,Low,Working,Laborers,Semi-Urban,60900.23,314.47,4.0,613.81,0,Inactive,Rural,1,89241.35,False
F,32.0,0.0,Low,Working,Sales staff,Semi-Urban,40202.65,430.71,2.0,740.04,0,Active,Semi-Urban,0,53776.71,False
F,52.0,2008.74,Low,Working,Core staff,Semi-Urban,52439.03,416.25,2.0,771.8,0,Active,Rural,0,71071.05,False
M,19.0,5137.077499999999,Low,Working,Drivers,Semi-Urban,222522.33,912.1887499999999,2.0,744.05,0,Unpossessed,Semi-Urban,1,332477.24,False
F,55.0,2594.4,Low,Working,Core staff,Rural,68086.1,423.52,2.0,614.21,0,Inactive,Semi-Urban,1,107130.07,False
M,51.0,2444.14,Low,State servant,Laborers,Semi-Urban,47132.91,282.96,2.0,749.64,0,Inactive,Rural,1,58939.19,False
F,54.0,2009.3,Low,State servant,Core staff,Semi-Urban,126147.87,592.28,2.0,587.63,0,Active,Rural,0,149361.99,False
F,34.0,3172.77,Low,Working,Core staff,Urban,229826.46625,680.05,3.0,834.0,0,Active,Semi-Urban,0,292967.01,False
F,27.0,3307.9,Low,Working,Not available,Semi-Urban,44681.51,487.6,2.0,632.83,0,Active,Urban,1,70288.68,False
M,51.0,1839.86,Low,Working,Laborers,Semi-Urban,76634.01,270.67,2.0,615.73,0,Inactive,Urban,1,143144.55,False
F,65.0,4295.12,High,Pensioner,Retired,Semi-Urban,111158.0,851.79,1.0,753.62,1,Unpossessed,Rural,0,209850.65,False
M,52.0,5137.077499999999,Low,Working,Laborers,Rural,136378.09,912.1887499999999,3.0,678.82,0,Unpossessed,Urban,1,159499.57,False
M,24.0,1396.07,Low,Working,Security staff,Urban,41818.82,283.86,1.0,605.84,0,Unpossessed,Urban,1,76436.2,False
M,22.0,1211.89,Low,Working,Sales staff,Semi-Urban,37306.33,175.61,1.0,636.07,1,Active,Semi-Urban,0,56943.87,False
M,22.0,992.14,Low,Working,Core staff,Semi-Urban,44504.41,202.13,2.0,661.74,0,Inactive,Semi-Urban,1,66777.78,False
M,45.0,3180.96,Low,Working,Not available,Urban,107480.67,611.38,3.0,843.19,0,Active,Rural,1,131881.13,False
M,45.0,1016.22,Low,Working,High skill tech staff,Semi-Urban,34986.44,238.49,4.0,692.5,0,Unpossessed,Semi-Urban,0,44722.85,False
F,63.0,1365.34,Low,Working,Laborers,Semi-Urban,39274.92,248.41,2.0,630.45,0,Active,Urban,1,53130.98,False
M,48.0,1879.24,Low,Working,Managers,Semi-Urban,37136.01,227.15,2.0,719.38,0,Unpossessed,Rural,1,46603.63,False
M,27.0,1416.97,Low,Working,Sales staff,Semi-Urban,27652.79,143.3,1.0,623.52,0,Active,Urban,1,40193.55,False
M,42.0,4223.34,Low,Working,Laborers,Semi-Urban,69905.45,532.06,1.0,604.63,0,Inactive,Semi-Urban,1,132375.99,False
M,18.0,2058.92,Low,State servant,Not available,Rural,129246.98,438.53,3.0,612.93,0,Active,Rural,1,209362.61,False
M,25.0,5137.077499999999,Low,Commercial associate,Not available,Urban,185649.27,636.81,4.0,705.73,0,Unpossessed,Rural,1,223347.5,False
M,27.0,2763.64,Low,Working,Drivers,Rural,129358.89,681.02,2.0,653.9,0,Unpossessed,Urban,0,156055.91,False
F,18.0,2062.21,Low,State servant,Core staff,Semi-Urban,32857.97,232.26,3.0,632.4,0,Active,Urban,1,41811.96,False
F,33.0,2624.94,Low,Working,Laborers,Semi-Urban,142673.32,752.77,3.0,723.21,0,Unpossessed,Urban,0,229166.57,False
F,64.0,3336.7,Low,Working,Laborers,Semi-Urban,120326.12,648.21,3.0,660.76,0,Unpossessed,Rural,0,168161.03,False
M,51.0,2889.73,Low,Commercial associate,Sales staff,Semi-Urban,35174.95,379.91,3.0,680.96,1,Unpossessed,Rural,1,41318.3,False
M,61.0,1797.25,High,Pensioner,Retired,Rural,128502.59,371.68,2.0,666.66,1,Inactive,Rural,1,217113.85,False
M,39.0,4256.34,Low,Working,Sales staff,Semi-Urban,61792.06,619.24,1.0,767.76,0,Active,Urban,0,81926.8,False
F,18.0,0.0,Low,Working,Managers,Urban,204613.02,838.1,2.0,635.13,0,Active,Urban,0,292250.18,False
F,58.0,2251.74,Low,Working,Cooking staff,Semi-Urban,54954.76,262.23,1.0,639.02,0,Active,Semi-Urban,1,102696.77,False
M,40.0,2027.52,Low,Working,High skill tech staff,Semi-Urban,229826.46625,796.43,3.0,690.9,0,Active,Rural,0,342188.40624999994,False
F,37.0,2353.72,Low,Working,Sales staff,Semi-Urban,178104.23,570.16,3.0,646.38,0,Unpossessed,Urban,1,279487.75,False
M,62.0,2827.22,Low,Commercial associate,Laborers,Urban,132601.85,840.53,3.0,720.39,0,Active,Urban,0,167865.46,False
M,46.0,2029.48,Low,Commercial associate,Core staff,Semi-Urban,58461.39,316.64,3.0,705.59,0,Inactive,Urban,0,82804.79,False
M,53.0,2320.09,Low,State servant,Core staff,Rural,140881.02,679.79,4.0,772.23,0,Unpossessed,Semi-Urban,1,158263.6,False
F,20.0,3046.49,Low,Commercial associate,Sales staff,Urban,40125.44,215.17,2.0,646.02,0,Inactive,Semi-Urban,1,58596.63,False
F,18.0,1225.8,Low,Working,Not available,Semi-Urban,77277.4,339.33,1.0,647.69,0,Unpossessed,Urban,1,120138.66,False
M,46.0,1672.32,Low,Commercial associate,Core staff,Semi-Urban,28054.76,124.34,1.0,602.85,0,Unpossessed,Rural,0,48167.48,False
M,38.0,1280.68,Low,Working,Sales staff,Semi-Urban,61240.96,476.48,2.0,612.88,0,Active,Semi-Urban,0,112654.62,False
F,51.0,3438.07,Low,Working,Drivers,Semi-Urban,74034.95,415.1,1.0,613.86,0,Active,Semi-Urban,1,99657.02,False
M,18.0,3136.76,Low,State servant,Medicine staff,Semi-Urban,171174.44,494.96,2.0,837.34,0,Unpossessed,Urban,0,286833.62,False
F,40.0,1364.89,Low,State servant,Core staff,Semi-Urban,78623.82,355.52,3.0,750.22,0,Inactive,Rural,0,148122.77,False
F,43.0,1721.97,Low,Commercial associate,Low-skill Laborers,Urban,39785.62,396.54,1.0,714.72,0,Active,Urban,0,72329.2,False
F,64.0,3161.7,Low,Working,Laborers,Rural,177528.26,650.54,2.0,588.4,0,Active,Rural,1,304658.18,False
M,51.0,5137.077499999999,Low,Commercial associate,Managers,Semi-Urban,20811.08,96.61,1.0,625.66,1,Unpossessed,Urban,0,33201.92,False
F,18.0,1930.4,Low,Working,Security staff,Semi-Urban,65980.01,0.0,1.0,606.14,0,Inactive,Urban,1,89002.14,False
F,18.0,2194.09,Low,State servant,Managers,Semi-Urban,161999.47,475.78,1.0,764.26,0,Unpossessed,Rural,0,295840.75,False
M,65.0,3240.73,High,Pensioner,Retired,Semi-Urban,105258.78,473.04,1.0,845.59,0,Unpossessed,Urban,0,161858.79,False
F,64.0,1942.39,Low,Commercial associate,Cooking staff,Rural,47888.44,507.19,3.0,664.78,0,Inactive,Semi-Urban,1,88249.66,False
F,42.0,0.0,Low,Working,Cleaning staff,Semi-Urban,36499.68,165.3,2.0,630.56,0,Unpossessed,Rural,1,52433.92,False
F,42.0,0.0,Low,Working,Not available,Rural,42148.74,291.38,1.0,634.38,1,Inactive,Urban,1,59044.2,False
M,60.0,2731.02,Low,Working,Laborers,Semi-Urban,167569.13,516.99,2.0,637.04,1,Unpossessed,Semi-Urban,1,304825.38,False
M,31.0,2076.83,Low,Working,Not available,Semi-Urban,39152.82,202.21,0.0,623.95,0,Active,Semi-Urban,1,56453.31,False
F,22.0,1028.84,Low,Working,Sales staff,Rural,22115.61,105.33,3.0,608.51,0,Active,Rural,1,27318.44,False
M,33.0,1689.69,Low,Commercial associate,Laborers,Semi-Urban,120901.26,318.77,2.0,828.03,1,Active,Urban,0,174176.37,False
F,52.0,0.0,Low,Working,Laborers,Rural,117088.89,465.81,3.0,630.46,1,Unpossessed,Urban,1,164367.68,False
M,39.0,1720.42,Low,Working,Laborers,Semi-Urban,39113.56,164.07,2.0,715.29,1,Active,Semi-Urban,0,48529.22,False
F,18.0,1287.95,Low,Working,Not available,Rural,48308.01,243.86,3.0,617.78,0,Inactive,Urban,0,55996.8,False
M,34.0,1732.5,Low,Commercial associate,Sales staff,Rural,47476.32,238.04,1.0,754.85,0,Unpossessed,Rural,0,54509.65,False
F,19.0,1305.23,Low,Working,Laborers,Semi-Urban,25659.5,190.18,4.0,594.12,0,Inactive,Urban,1,37836.62,False
F,18.0,2828.73,Low,Working,Not available,Semi-Urban,66652.17,462.65,2.0,643.09,1,Unpossessed,Semi-Urban,1,111383.26,False
F,18.0,2008.39,Low,Working,Laborers,Semi-Urban,99968.21,535.03,4.0,600.57,0,Active,Semi-Urban,0,160427.24,False
F,24.0,5063.31,Low,Working,Not available,Semi-Urban,220473.98,801.25,2.0,699.7,1,Active,Urban,0,247333.8,False
F,18.0,2206.68,Low,Working,Sales staff,Semi-Urban,26407.78,134.63,1.0,644.92,0,Active,Urban,1,32004.56,False
F,43.0,1642.31,Low,Commercial associate,Not available,Semi-Urban,11033.85,134.72,1.0,661.32,0,Inactive,Urban,1,20345.17,False
M,22.0,3783.09,Low,Working,Core staff,Urban,123502.24,655.03,1.0,782.63,1,Unpossessed,Semi-Urban,1,216548.89,False
F,27.0,0.0,Low,State servant,Drivers,Rural,77004.75,417.73,2.0,740.04,0,Inactive,Rural,1,119934.43,False
M,34.0,3059.86,Low,Working,Sales staff,Rural,182123.74,514.03,2.0,625.72,0,Active,Rural,1,244653.69,False
M,41.0,3981.26,Low,Commercial associate,Laborers,Rural,42829.83,292.85,1.0,639.08,0,Active,Urban,1,66800.54,False
M,57.0,2503.53,Low,Commercial associate,Drivers,Semi-Urban,40143.01,430.16,2.0,796.04,0,Inactive,Urban,0,60544.06,False
M,65.0,3479.03,High,Pensioner,Retired,Semi-Urban,150077.75,778.78,2.0,760.25,0,Inactive,Semi-Urban,1,262395.28,False
M,61.0,2416.79,High,Pensioner,Retired,Rural,138611.35,619.23,2.0,785.44,0,Unpossessed,Semi-Urban,0,245285.25,False
M,64.0,5137.077499999999,Low,Working,Sales staff,Semi-Urban,191689.81,594.61,2.0,646.44,0,Unpossessed,Semi-Urban,0,234007.9,False
M,47.0,1908.99,Low,Working,Drivers,Semi-Urban,92810.14,470.36,5.0,690.25,1,Unpossessed,Semi-Urban,1,131534.74,False
M,62.0,3121.0,Low,Commercial associate,Not available,Semi-Urban,79958.8,413.21,3.0,728.8,1,Unpossessed,Rural,0,103594.21,False
F,62.0,3389.39,Low,State servant,Core staff,Semi-Urban,35059.33,370.26,2.0,740.04,0,Active,Urban,0,48505.38,False
F,41.0,2294.32,Low,Working,Managers,Rural,120964.21,745.24,3.0,788.52,0,Active,Semi-Urban,1,147926.07,False
M,44.0,5137.077499999999,Low,Working,Core staff,Rural,71702.42,535.4,2.0,754.55,1,Unpossessed,Rural,0,132255.14,False
F,19.0,1569.75,Low,Working,Secretaries,Semi-Urban,28167.1,137.93,3.0,644.84,0,Unpossessed,Urban,0,30994.16,False
F,27.0,2186.4,Low,Working,High skill tech staff,Semi-Urban,176453.59,791.74,2.0,789.85,0,Unpossessed,Rural,0,280575.4,False
F,52.0,5137.077499999999,Low,Working,Core staff,Semi-Urban,67675.24,502.23,3.0,632.65,0,Unpossessed,Rural,1,116371.79,False
M,39.0,978.23,Low,Working,Security staff,Semi-Urban,27606.53,127.92,0.0,637.17,0,Inactive,Urban,1,50989.82,False
M,42.0,2535.82,Low,Working,Managers,Semi-Urban,70239.64,357.49,2.0,743.77,0,Active,Rural,0,89906.81,False
M,56.0,5137.077499999999,Low,Commercial associate,Managers,Semi-Urban,20490.76,93.43,4.0,662.65,0,Unpossessed,Rural,0,38673.54,False
M,40.0,1611.56,Low,Working,Not available,Semi-Urban,25441.7,141.68,3.0,635.18,0,Inactive,Rural,1,43321.91,False
F,53.0,2492.76,Low,State servant,Drivers,Semi-Urban,122439.74,631.11,3.0,747.09,0,Active,Rural,1,176859.09,False
M,40.0,1723.73,Low,Working,Cooking staff,Rural,69367.28,627.82,3.0,622.85,0,Inactive,Rural,1,104991.28,False
M,62.0,4358.71,High,Pensioner,Retired,Semi-Urban,150904.74,496.4,3.0,804.86,1,Active,Semi-Urban,1,254161.19,False
M,28.0,2474.11,Low,Working,Laborers,Semi-Urban,121306.94,355.99,3.0,782.92,0,Inactive,Semi-Urban,0,172192.28,False
F,29.0,2983.71,Low,Commercial associate,Medicine staff,Urban,114128.73,366.62,2.0,627.82,1,Active,Semi-Urban,1,138568.33,False
F,46.0,1743.32,Low,Working,Not available,Semi-Urban,26158.82,279.51,4.0,729.47,0,Inactive,Semi-Urban,0,40932.67,False
M,23.0,2776.17,Low,Working,Managers,Rural,84340.52,626.79,4.0,636.18,1,Inactive,Urban,0,124258.8,False
F,23.0,1818.32,Low,Working,Laborers,Rural,100594.6,775.45,2.0,707.01,0,Active,Urban,1,170588.44,False
M,46.0,3102.92,Low,Working,Drivers,Semi-Urban,106542.28,590.35,2.0,617.53,0,Unpossessed,Rural,1,137700.8,False
M,35.0,1602.79,Low,Working,Drivers,Rural,27967.13,127.77,2.0,615.86,0,Unpossessed,Rural,1,44547.6,False
F,60.0,778.34,Low,State servant,Not available,Rural,27985.29,136.68,5.0,788.76,0,Unpossessed,Rural,0,48946.11,False
F,49.0,1387.96,Low,Working,Laborers,Semi-Urban,38551.71,189.74,4.0,637.26,0,Active,Rural,1,43257.14,False
M,50.0,1273.03,Low,Working,Not available,Rural,45212.25,243.94,2.0,656.26,0,Active,Semi-Urban,0,72198.24,False
M,37.0,0.0,Low,Working,Laborers,Semi-Urban,44246.65,239.11,3.0,596.47,0,Unpossessed,Rural,1,64180.43,False
F,30.0,1820.2,Low,Working,Sales staff,Rural,32712.06,240.56,1.0,628.48,0,Active,Semi-Urban,1,51336.04,False
M,42.0,2739.59,Low,Working,Laborers,Rural,35230.49,178.49,2.0,616.35,0,Active,Rural,1,45091.68,False
F,41.0,4538.67,Low,Commercial associate,Laborers,Semi-Urban,176560.71,505.87,2.0,767.01,0,Active,Semi-Urban,1,295005.14,False
M,62.0,2776.57,Low,Working,Accountants,Rural,185934.33,619.61,3.0,719.18,1,Unpossessed,Semi-Urban,1,246202.88,False
M,19.0,2749.64,Low,Working,Managers,Semi-Urban,23478.1,246.28,4.0,625.35,0,Active,Rural,0,40529.9,False
M,37.0,2119.6,Low,Working,Sales staff,Semi-Urban,65617.93,306.75,1.0,675.77,0,Inactive,Rural,0,123909.07,False
M,57.0,2369.42,Low,Working,Core staff,Semi-Urban,67630.1,553.04,3.0,747.0,1,Inactive,Rural,1,123736.97,False
F,46.0,3633.1,Low,Commercial associate,Not available,Semi-Urban,44627.29,283.55,1.0,701.47,0,Unpossessed,Rural,0,59643.44,False
M,41.0,2589.23,Low,Working,Sales staff,Semi-Urban,106271.55,537.02,2.0,668.43,0,Inactive,Rural,0,162901.06,False
M,42.0,2531.83,Low,Working,Laborers,Semi-Urban,36312.53,326.06,3.0,629.92,0,Active,Rural,0,51986.55,False
F,46.0,2013.93,Low,Working,Laborers,Semi-Urban,48488.51,219.21,1.0,635.02,0,Active,Urban,1,55244.44,False
M,18.0,4970.26,Low,Working,Core staff,Rural,197599.8,568.07,3.0,814.87,0,Active,Rural,1,237606.91,False
F,43.0,1664.1,Low,Working,Private service staff,Rural,71776.34,503.31,4.0,592.86,1,Active,Rural,1,90509.16,False
F,23.0,5039.87,Low,Working,Laborers,Semi-Urban,82646.05,687.1,2.0,656.88,0,Inactive,Urban,1,143194.89,False
M,42.0,2646.67,Low,Working,High skill tech staff,Rural,75504.38,332.62,2.0,791.53,0,Unpossessed,Urban,1,94647.22,False
F,37.0,1530.58,Low,Working,Low-skill Laborers,Rural,44767.82,317.99,2.0,625.28,0,Unpossessed,Rural,1,57197.49,False
F,61.0,4258.85,Low,Working,Laborers,Semi-Urban,146256.96,518.95,3.0,604.72,0,Inactive,Semi-Urban,1,241785.98,False
F,60.0,2099.97,High,Pensioner,Retired,Semi-Urban,140079.0,546.74,1.0,798.99,0,Unpossessed,Semi-Urban,0,197637.46,False
F,63.0,2327.5,Low,Working,High skill tech staff,Semi-Urban,31606.69,140.8,2.0,652.38,0,Unpossessed,Semi-Urban,0,39917.74,False
F,28.0,0.0,Low,Working,Sales staff,Semi-Urban,47833.19,221.45,2.0,583.64,0,Active,Semi-Urban,0,56888.22,False
M,18.0,1938.89,Low,Working,Sales staff,Semi-Urban,35020.62,222.5,2.0,602.52,0,Active,Rural,1,38848.26,False
M,43.0,2897.25,Low,Commercial associate,Managers,Semi-Urban,160768.05,501.6,4.0,669.95,1,Active,Urban,1,234377.84,False
M,44.0,3100.62,Low,Working,Medicine staff,Semi-Urban,98506.55,333.64,3.0,790.16,0,Unpossessed,Rural,0,129821.07,False
F,18.0,2833.88,Low,State servant,Drivers,Semi-Urban,96841.49,313.8,0.0,620.37,0,Active,Urban,1,147055.88,False
M,24.0,1323.66,Low,Working,Laborers,Rural,23057.46,269.96,4.0,740.04,1,Active,Rural,1,42451.08,False
F,47.0,1709.03,Low,Working,Not available,Semi-Urban,22281.1,118.21,3.0,704.08,0,Active,Urban,1,30975.13,False
F,18.0,3228.06,Low,Working,Accountants,Semi-Urban,67911.33,345.81,4.0,703.84,0,Inactive,Rural,0,121927.85,False
M,18.0,3175.1,Low,Working,Laborers,Semi-Urban,117690.36,502.74,2.0,634.71,0,Inactive,Urban,0,205611.51,False
M,34.0,1895.51,Low,State servant,Laborers,Semi-Urban,49250.3,378.55,4.0,616.2,0,Active,Semi-Urban,0,55445.68,False
