Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
M,39.0,5061.36,Low,Commercial associate,Sales staff,Semi-Urban,82033.6,402.23,3.0,665.36,0,Unpossessed,Semi-Urban,1,97240.05,True
M,38.0,2150.89,Low,Working,Medicine staff,Semi-Urban,78735.68,366.68,2.0,708.14,0,Unpossessed,Urban,1,89067.55,True
M,31.0,0.0,Low,State servant,High skill tech staff,Semi-Urban,45014.73,240.91,3.0,825.27,0,Unpossessed,Semi-Urban,1,66897.28,True
F,54.0,5167.51125,Low,Commercial associate,Not available,Semi-Urban,71554.8,198.77,2.0,740.04,0,Active,Urban,1,116356.53,True
F,18.0,1370.98,Low,Working,Not available,Semi-Urban,41357.17,286.39,4.0,680.94,0,Inactive,Rural,1,76044.97,True
M,46.0,1158.38,Low,Working,Accountants,Rural,24513.46,134.8,4.0,742.07,1,Inactive,Urban,1,45003.8,True
F,65.0,1308.46,High,Pensioner,Retired,Semi-Urban,13446.17,94.05,2.0,814.67,0,Unpossessed,Urban,1,17625.93,True
M,18.0,1511.82,Low,State servant,Medicine staff,Rural,55941.68,290.03,1.0,821.83,0,Unpossessed,Urban,1,88729.48,True
M,18.0,0.0,Low,Working,Managers,Semi-Urban,67632.45,549.0,2.0,707.88,0,Inactive,Semi-Urban,1,76877.33,True
M,38.0,3762.85,Low,Commercial associate,Managers,Semi-Urban,230665.075,768.28,2.0,813.71,1,Active,Semi-Urban,1,344891.6775,True
F,35.0,5167.51125,Low,Commercial associate,Managers,Urban,115158.99,664.16,2.0,808.97,0,Active,Urban,1,208979.04,True
F,38.0,2631.59,Low,Working,Medicine staff,Semi-Urban,156182.87,840.16,5.0,784.54,1,Active,Semi-Urban,1,282526.64,True
M,58.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,99406.06,696.37,1.0,709.31,0,Inactive,Semi-Urban,1,119308.31,True
M,36.0,2791.49,Low,Working,Not available,Rural,136069.08,458.01,2.0,800.97,0,Inactive,Urban,1,195424.2,True
M,41.0,5167.51125,Low,Working,Managers,Semi-Urban,95296.76,449.16,3.0,709.75,0,Inactive,Semi-Urban,1,110624.87,True
M,18.0,1874.99,Low,Commercial associate,Not available,Semi-Urban,56682.53,136.42,2.0,740.04,0,Active,Urban,1,104434.69,True
M,65.0,2802.87,High,Pensioner,Retired,Semi-Urban,207230.68,754.95,2.0,881.87,0,Unpossessed,Urban,0,282784.27,True
F,18.0,4930.36,Low,Commercial associate,Laborers,Urban,175857.28,547.78,1.0,740.04,1,Inactive,Rural,1,213250.33,True
F,39.0,1950.04,Low,Commercial associate,Sales staff,Rural,33688.3,363.18,1.0,802.91,0,Active,Rural,1,60660.3,True
M,46.0,1222.67,Low,State servant,Not available,Semi-Urban,153606.91,704.2,2.0,710.03,0,Active,Semi-Urban,1,274572.5,True
F,18.0,2096.05,Low,Working,Managers,Rural,50928.91,200.96,2.0,781.49,0,Unpossessed,Rural,1,84352.48,True
F,39.0,3763.37,Low,Working,Not available,Rural,149570.96,512.55,2.0,787.0,0,Active,Urban,1,202538.52,True
F,52.0,3011.28,Low,Working,Not available,Semi-Urban,40012.74,190.92,1.0,717.79,0,Active,Semi-Urban,1,58086.65,True
F,23.0,2208.65,Low,Working,Not available,Semi-Urban,72424.85,344.86,2.0,761.48,0,Inactive,Urban,1,124313.47,True
F,49.0,4068.58,Low,Working,Laborers,Rural,99995.4,409.01,2.0,708.35,0,Unpossessed,Urban,1,124531.21,True
M,44.0,2544.22,Low,Working,Cooking staff,Rural,33199.79,176.87,1.0,740.04,0,Active,Semi-Urban,1,59519.9,True
F,44.0,1633.54,Low,Working,Core staff,Semi-Urban,116001.68,544.53,2.0,681.15,0,Unpossessed,Semi-Urban,1,133345.67,True
M,56.0,3109.97,Low,Commercial associate,High skill tech staff,Urban,188058.65,792.87,2.0,876.31,0,Inactive,Urban,1,316625.73,True
M,20.0,2498.8,Low,Working,Not available,Rural,48930.98,270.21,3.0,794.83,1,Active,Semi-Urban,1,58801.98,True
F,35.0,1608.79,Low,Working,Sales staff,Semi-Urban,141767.21,390.39,3.0,791.58,0,Inactive,Semi-Urban,1,224266.31,True
F,33.0,951.18,Low,Working,Drivers,Semi-Urban,25645.85,111.67,5.0,656.92,0,Unpossessed,Semi-Urban,1,32280.67,True
F,33.0,3096.56,Low,State servant,Core staff,Semi-Urban,143342.17,445.61,1.0,786.75,0,Active,Rural,1,163346.66,True
F,18.0,1876.15,Low,State servant,High skill tech staff,Semi-Urban,185046.68,769.21,0.0,756.45,1,Inactive,Urban,1,271269.8,True
F,18.0,1549.22,Low,Commercial associate,Sales staff,Rural,41161.36,187.51,4.0,772.04,0,Inactive,Urban,1,76999.79,True
F,20.0,1298.22,Low,Working,Medicine staff,Semi-Urban,60733.59,359.36,2.0,735.75,0,Active,Semi-Urban,1,103318.64,True
F,63.0,1709.1,Low,Working,Sales staff,Semi-Urban,106420.44,521.97,0.0,701.9,1,Active,Urban,1,134079.6,True
F,31.0,1271.95,Low,State servant,Core staff,Rural,64665.88,243.42,0.0,827.3,0,Unpossessed,Rural,1,122686.15,True
M,24.0,1776.03,Low,Commercial associate,Laborers,Urban,58444.76,296.46,2.0,698.36,0,Active,Semi-Urban,1,72962.97,True
F,34.0,0.0,Low,Commercial associate,Waiters/barmen staff,Semi-Urban,76476.44,542.08,2.0,708.53,1,Unpossessed,Rural,1,101148.22,True
F,32.0,5167.51125,Low,Commercial associate,Managers,Semi-Urban,34518.74,347.62,2.0,740.04,0,Inactive,Semi-Urban,1,62214.97,True
M,18.0,2534.82,Low,Working,Drivers,Semi-Urban,6676.17,66.08,3.0,782.44,0,Active,Rural,1,8569.72,True
F,18.0,2885.21,Low,Working,Drivers,Semi-Urban,190354.68,720.79,0.0,769.54,0,Inactive,Semi-Urban,1,309015.16,True
M,49.0,2453.79,Low,Working,Sales staff,Rural,151467.96,506.24,3.0,661.01,0,Inactive,Rural,1,262828.2,True
M,18.0,0.0,Low,Working,Sales staff,Semi-Urban,159762.34,598.44,2.0,780.23,0,Unpossessed,Semi-Urban,1,247153.04,True
F,29.0,1513.57,Low,Working,Sales staff,Semi-Urban,34464.43,155.9,4.0,741.64,0,Active,Rural,1,64373.7,True
F,62.0,2003.41,High,Pensioner,Retired,Semi-Urban,74973.81,505.98,2.0,749.75,1,Inactive,Semi-Urban,1,95038.99,True
M,60.0,642.3,Low,Working,Not available,Semi-Urban,73354.73,306.07,2.0,835.87,1,Active,Semi-Urban,1,131946.72,True
F,18.0,3519.0,Low,Commercial associate,Not available,Urban,213605.1,0.0,1.0,740.05,1,Inactive,Semi-Urban,1,295373.59,True
M,45.0,1812.73,Low,Working,Laborers,Semi-Urban,162058.05,426.14,2.0,765.58,0,Inactive,Semi-Urban,1,228070.81,True
F,65.0,0.0,High,Pensioner,Retired,Rural,80057.92,298.54,2.0,832.7,1,Unpossessed,Semi-Urban,1,121441.51,True
M,48.0,5149.28,Low,Commercial associate,Managers,Rural,188625.99,511.27,2.0,678.37,0,Active,Semi-Urban,1,259632.5,True
M,64.0,1229.21,High,Pensioner,Retired,Rural,40193.91,168.17,1.0,675.93,1,Unpossessed,Semi-Urban,1,58102.01,True
M,41.0,1652.32,Low,Working,Medicine staff,Rural,78217.33,282.09,1.0,811.55,1,Inactive,Urban,1,99520.8,True
M,18.0,3468.65,Low,Working,Security staff,Semi-Urban,96957.03,596.14,3.0,654.56,0,Active,Urban,1,159179.52,True
F,32.0,957.05,Low,Working,Waiters/barmen staff,Semi-Urban,18223.0,128.54,2.0,791.63,0,Unpossessed,Urban,1,21596.51,True
M,33.0,1386.26,Low,Working,Core staff,Semi-Urban,40118.47,202.82,3.0,656.67,1,Active,Semi-Urban,1,62156.45,True
M,45.0,2249.1,Low,Working,Sales staff,Semi-Urban,57266.2,422.65,0.0,700.16,0,Unpossessed,Urban,1,95112.92,True
F,23.0,3312.5,Low,Commercial associate,Managers,Semi-Urban,80344.23,192.47,3.0,782.21,0,Inactive,Semi-Urban,1,96613.71,True
M,63.0,1620.84,High,Pensioner,Retired,Semi-Urban,77011.24,281.12,1.0,880.05,0,Unpossessed,Rural,1,89988.76,True
F,43.0,4614.61,Low,State servant,Not available,Rural,61981.23,290.09,2.0,773.4,0,Active,Semi-Urban,1,86488.79,True
M,54.0,2511.24,Low,State servant,Managers,Semi-Urban,70170.27,521.29,2.0,803.92,1,Active,Rural,1,112780.95,True
F,26.0,0.0,Low,Working,Core staff,Semi-Urban,25735.19,186.44,4.0,767.29,0,Active,Rural,1,29758.6,True
F,50.0,5167.51125,Low,Working,Drivers,Semi-Urban,230665.075,863.83,2.0,749.8,0,Active,Urban,1,344891.6775,True
M,63.0,1052.28,High,Pensioner,Retired,Semi-Urban,18976.71,189.22,2.0,857.66,0,Unpossessed,Urban,0,22549.26,True
M,62.0,1042.38,Low,State servant,Core staff,Semi-Urban,94833.28,412.07,0.0,770.56,0,Active,Urban,1,157621.52,True
F,55.0,0.0,Low,Working,Core staff,Semi-Urban,7030.17,85.48,3.0,793.5,0,Inactive,Urban,1,9183.02,True
M,47.0,0.0,Low,Working,Sales staff,Rural,168025.84,649.15,0.0,702.14,0,Active,Urban,1,246917.97,True
F,18.0,2217.1,Low,Commercial associate,Sales staff,Rural,124226.28,634.1,3.0,800.04,0,Active,Rural,1,138367.31,True
F,37.0,1949.62,Low,Working,Laborers,Semi-Urban,145053.31,462.57,2.0,740.04,0,Inactive,Rural,1,188186.57,True
F,36.0,0.0,Low,Working,Security staff,Semi-Urban,21959.94,82.93,2.0,842.57,0,Active,Rural,1,40221.83,True
F,24.0,1768.55,Low,Commercial associate,Laborers,Semi-Urban,119290.79,413.44,2.0,661.63,0,Inactive,Urban,1,194626.22,True
M,34.0,2607.68,Low,Working,Core staff,Semi-Urban,16472.71,94.79,3.0,759.31,1,Unpossessed,Semi-Urban,1,24774.07,True
M,22.0,3326.14,Low,Working,Accountants,Rural,137822.64,461.38,6.0,748.43,0,Active,Urban,1,207237.32,True
F,46.0,887.75,Low,Working,Not available,Semi-Urban,27821.67,141.1,4.0,730.71,0,Active,Semi-Urban,1,33852.79,True
F,36.0,3248.33,Low,Working,Not available,Rural,192241.87,730.88,3.0,673.54,0,Inactive,Urban,1,318870.21,True
M,30.0,2880.59,Low,Commercial associate,Drivers,Semi-Urban,102820.09,485.86,2.0,653.61,0,Active,Urban,1,152817.61,True
F,31.0,1570.82,Low,Commercial associate,Accountants,Rural,128496.54,410.27,4.0,756.44,0,Inactive,Urban,1,177603.97,True
F,63.0,1193.97,High,Pensioner,Retired,Semi-Urban,104879.96,542.23,3.0,705.89,0,Active,Urban,0,183203.77,True
M,46.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,164744.39,469.33,2.0,837.9,1,Active,Semi-Urban,1,209708.78,True
F,55.0,4120.87,Low,Working,Laborers,Rural,67234.75,437.67,2.0,789.05,0,Active,Rural,1,86736.48,True
M,61.0,3173.16,High,Pensioner,Retired,Semi-Urban,45535.43,233.03,1.0,819.57,0,Unpossessed,Urban,0,53130.54,True
F,62.0,2387.41,Low,Commercial associate,Not available,Semi-Urban,108091.46,612.97,2.0,781.53,1,Inactive,Rural,1,125387.6,True
F,38.0,2116.99,Low,Working,Managers,Semi-Urban,51942.52,257.19,3.0,851.06,0,Unpossessed,Urban,1,57701.11,True
F,35.0,2072.57,Low,Working,Not available,Semi-Urban,53692.81,290.83,5.0,698.07,0,Inactive,Urban,1,88879.27,True
M,22.0,1263.16,Low,Working,Sales staff,Semi-Urban,37718.95,327.37,2.0,790.06,1,Active,Semi-Urban,1,53256.08,True
F,18.0,5167.51125,Low,Commercial associate,Managers,Urban,51022.22,336.07,2.0,825.31,0,Unpossessed,Rural,1,65261.64,True
F,46.0,1720.03,Low,Working,Managers,Semi-Urban,86273.09,348.85,5.0,796.87,0,Inactive,Urban,1,128496.09,True
F,34.0,2629.46,Low,Working,Not available,Rural,137738.58,512.16,2.0,763.0,0,Unpossessed,Urban,1,178745.05,True
M,18.0,1890.13,Low,Commercial associate,Laborers,Semi-Urban,60414.15,462.66,2.0,810.36,0,Unpossessed,Semi-Urban,1,112626.62,True
F,37.0,4521.63,Low,State servant,Managers,Rural,69997.49,501.28,3.0,660.3,1,Inactive,Urban,1,106752.67,True
F,41.0,4030.07,Low,State servant,Medicine staff,Rural,98384.18,475.9,2.0,764.12,1,Active,Urban,1,110367.76,True
M,20.0,0.0,Low,State servant,Core staff,Semi-Urban,116101.72,402.56,0.0,771.86,0,Active,Semi-Urban,1,180658.11,True
M,42.0,0.0,Low,State servant,Core staff,Semi-Urban,190463.07,785.23,3.0,665.25,0,Inactive,Semi-Urban,1,314220.6,True
M,29.0,1962.0,Low,Commercial associate,Medicine staff,Semi-Urban,74268.94,401.17,0.0,798.66,0,Inactive,Urban,1,128566.24,True
F,62.0,2610.99,Low,Working,Core staff,Semi-Urban,95842.27,608.4,4.0,817.13,0,Active,Rural,1,123242.71,True
M,43.0,3268.83,Low,Working,Accountants,Semi-Urban,73371.29,790.9,3.0,813.94,1,Active,Rural,1,116645.92,True
M,18.0,1582.04,Low,Working,Sales staff,Semi-Urban,81987.25,285.18,2.0,763.06,0,Active,Urban,1,149129.59,True
M,64.0,1657.82,High,Pensioner,Retired,Semi-Urban,75610.96,366.16,2.0,846.19,0,Unpossessed,Rural,1,98937.4,True
M,63.0,1912.68,Low,Commercial associate,Core staff,Semi-Urban,33824.98,205.26,2.0,728.23,0,Unpossessed,Urban,1,53106.74,True
F,64.0,1653.5,High,Pensioner,Retired,Semi-Urban,34890.46,212.96,2.0,765.54,0,Unpossessed,Rural,0,64942.13,True
M,65.0,3248.78,High,Pensioner,Retired,Urban,230665.075,722.43,2.0,740.04,1,Active,Semi-Urban,1,314799.64,True
M,45.0,2795.52,Low,State servant,Not available,Semi-Urban,185471.31,748.86,2.0,827.5,0,Inactive,Rural,1,339811.24,True
F,53.0,2336.65,Low,Commercial associate,Not available,Semi-Urban,106059.63,301.62,1.0,755.01,1,Inactive,Rural,1,192326.18,True
F,37.0,1869.55,Low,State servant,Core staff,Semi-Urban,116552.97,409.24,3.0,702.81,0,Active,Urban,1,168141.26,True
F,30.0,3135.78,Low,Working,Not available,Semi-Urban,205637.46,648.43,3.0,734.04,0,Unpossessed,Rural,1,344891.6775,True
M,22.0,5167.51125,Low,Commercial associate,Not available,Rural,126956.76,431.99,2.0,681.63,0,Unpossessed,Semi-Urban,1,203416.66,True
F,29.0,3962.8,Low,Commercial associate,Core staff,Semi-Urban,89333.05,326.0,2.0,708.23,0,Unpossessed,Semi-Urban,1,111795.01,True
M,64.0,5167.51125,Low,Working,Core staff,Semi-Urban,19087.77,204.53,2.0,832.23,0,Inactive,Semi-Urban,1,27932.83,True
F,18.0,1637.24,Low,Working,High skill tech staff,Semi-Urban,115975.08,322.84,3.0,732.02,0,Active,Rural,1,160826.31,True
M,38.0,2657.9,Low,Working,Drivers,Semi-Urban,157257.1,571.05,4.0,789.93,0,Inactive,Semi-Urban,1,238384.71,True
M,32.0,3805.85,Low,Working,Managers,Semi-Urban,62287.3,588.04,3.0,730.42,0,Inactive,Rural,1,80876.38,True
M,18.0,1683.19,Low,Working,Laborers,Semi-Urban,51970.76,274.86,1.0,781.02,0,Inactive,Urban,1,58912.24,True
F,39.0,2044.34,Low,Commercial associate,Accountants,Rural,211420.25,647.43,2.0,848.97,0,Active,Urban,1,344891.6775,True
F,18.0,0.0,Low,Working,Laborers,Semi-Urban,25457.24,129.9,2.0,690.22,0,Unpossessed,Urban,1,46876.4,True
F,35.0,3537.39,Low,Commercial associate,Core staff,Semi-Urban,27863.43,127.96,2.0,687.21,0,Active,Semi-Urban,1,49483.82,True
F,30.0,0.0,Low,Working,Laborers,Rural,73281.87,404.9,5.0,710.17,0,Inactive,Semi-Urban,1,123265.3,True
M,18.0,0.0,Low,State servant,Not available,Semi-Urban,215073.86,912.57,2.0,830.52,0,Inactive,Semi-Urban,1,256694.36,True
F,42.0,1533.4,Low,Working,Cleaning staff,Semi-Urban,90182.42,464.73,0.0,800.23,0,Unpossessed,Rural,1,136858.7,True
F,55.0,3657.4,Low,Commercial associate,Laborers,Semi-Urban,153792.83,481.08,2.0,867.11,1,Active,Rural,1,217627.71,True
M,27.0,823.68,Low,Working,Sales staff,Rural,73382.5,359.87,2.0,669.24,0,Unpossessed,Urban,1,112416.03,True
M,64.0,1359.51,Low,Working,Security staff,Semi-Urban,134069.46,379.66,2.0,868.83,0,Active,Rural,1,249916.49,True
F,18.0,0.0,Low,Commercial associate,Managers,Semi-Urban,230665.075,661.09,2.0,813.79,0,Unpossessed,Rural,1,344891.6775,True
F,24.0,2875.9,Low,Working,Medicine staff,Semi-Urban,90987.01,400.94,1.0,803.36,1,Active,Rural,1,154928.32,True
F,65.0,1340.37,High,Pensioner,Retired,Rural,108806.96,619.0,2.0,798.26,0,Inactive,Urban,0,162320.79,True
F,18.0,2983.11,Low,Working,Core staff,Semi-Urban,117136.17,489.87,4.0,841.51,0,Unpossessed,Rural,1,163115.05,True
M,39.0,5167.51125,Low,Commercial associate,Not available,Semi-Urban,115230.19,0.0,1.0,787.54,0,Unpossessed,Semi-Urban,1,150618.05,True
F,50.0,0.0,Low,Working,Laborers,Semi-Urban,135894.48,431.02,0.0,699.99,0,Active,Urban,1,163202.42,True
M,55.0,1479.66,Low,Working,Sales staff,Rural,96746.2,424.98,5.0,707.46,0,Unpossessed,Urban,1,180769.79,True
F,39.0,3687.44,Low,Working,Drivers,Semi-Urban,223766.66,896.25,2.0,805.69,0,Inactive,Urban,1,344891.6775,True
F,60.0,2502.22,Low,Commercial associate,Managers,Semi-Urban,83794.88,391.28,1.0,746.8,0,Inactive,Semi-Urban,1,158138.15,True
F,26.0,2008.46,Low,Working,Security staff,Semi-Urban,123288.5,351.93,1.0,740.04,1,Unpossessed,Semi-Urban,1,165203.35,True
M,45.0,5167.51125,Low,Working,Managers,Semi-Urban,90135.08,394.08,3.0,726.12,0,Active,Semi-Urban,1,148450.67,True
M,28.0,4911.93,Low,Working,Drivers,Semi-Urban,230665.075,708.08,2.0,780.65,0,Inactive,Semi-Urban,1,344891.6775,True
M,18.0,2446.41,Low,Commercial associate,Managers,Semi-Urban,109689.19,534.05,3.0,804.16,0,Active,Semi-Urban,1,147322.01,True
F,47.0,2795.43,Low,State servant,Managers,Semi-Urban,39346.8,201.28,4.0,783.93,0,Unpossessed,Semi-Urban,1,74328.89,True
F,62.0,1460.14,High,Pensioner,Retired,Semi-Urban,47475.36,282.94,2.0,748.9,0,Unpossessed,Urban,0,69522.79,True
M,21.0,0.0,Low,Working,Not available,Semi-Urban,97042.88,300.31,1.0,712.4,1,Inactive,Rural,1,168048.46,True
M,18.0,3394.11,Low,Commercial associate,Not available,Semi-Urban,78820.37,403.09,0.0,861.73,0,Inactive,Rural,1,135399.18,True
M,57.0,0.0,Low,Working,Laborers,Rural,214950.39,558.87,4.0,661.24,0,Active,Semi-Urban,1,321441.79,True
F,27.0,1994.75,Low,Working,HR staff,Urban,36377.37,350.4,2.0,819.2,0,Unpossessed,Semi-Urban,1,42834.39,True
M,65.0,0.0,High,Pensioner,Retired,Rural,51107.04,247.13,1.0,740.04,0,Inactive,Rural,1,63965.08,True
M,28.0,1636.25,Low,Working,Drivers,Rural,48336.7,221.75,2.0,720.36,0,Active,Rural,1,61977.59,True
F,23.0,1313.04,Low,Commercial associate,Not available,Rural,31471.78,209.72,2.0,777.38,0,Unpossessed,Rural,1,39128.5,True
F,29.0,5167.51125,Low,Commercial associate,Not available,Urban,173887.89,737.09,2.0,736.36,0,Active,Semi-Urban,1,321078.16,True
F,38.0,2115.15,Low,Commercial associate,Laborers,Urban,20315.66,153.04,0.0,663.33,0,Active,Rural,1,25823.34,True
M,48.0,1380.96,Low,Working,Accountants,Semi-Urban,69177.62,322.45,1.0,839.23,1,Inactive,Rural,1,101832.15,True
M,53.0,2552.52,Low,Working,Laborers,Semi-Urban,45999.21,225.9,2.0,745.58,0,Unpossessed,Rural,1,75750.43,True
M,45.0,5167.51125,Low,State servant,Core staff,Urban,180111.07,633.41,2.0,802.75,0,Active,Rural,1,215356.47,True
F,50.0,0.0,Low,Working,Not available,Semi-Urban,36642.2,198.71,1.0,661.78,0,Unpossessed,Rural,1,67631.88,True
F,63.0,0.0,Low,Commercial associate,Accountants,Urban,178938.66,920.3712499999999,2.0,846.72,0,Inactive,Urban,1,299684.27,True
M,51.0,1291.17,Low,Working,Accountants,Semi-Urban,27321.01,248.53,3.0,792.22,0,Unpossessed,Rural,1,47641.79,True
M,38.0,5167.51125,Low,Working,Core staff,Semi-Urban,230665.075,920.3712499999999,2.0,743.66,1,Active,Semi-Urban,1,344891.6775,True
F,62.0,1055.25,Low,Working,Medicine staff,Semi-Urban,40003.82,214.02,2.0,650.6,0,Active,Semi-Urban,1,45737.96,True
M,18.0,2087.97,Low,Working,Sales staff,Rural,230665.075,734.92,2.0,804.35,1,Active,Semi-Urban,1,344891.6775,True
F,25.0,4761.97,Low,Commercial associate,Managers,Semi-Urban,156113.84,445.21,2.0,812.23,1,Unpossessed,Rural,1,233744.15,True
F,52.0,3485.15,Low,Commercial associate,Core staff,Semi-Urban,146058.44,408.28,0.0,774.01,0,Active,Semi-Urban,1,258696.75,True
F,61.0,4315.02,Low,Working,Cooking staff,Semi-Urban,30538.71,140.72,3.0,708.06,0,Unpossessed,Rural,1,34301.18,True
F,28.0,1416.82,Low,Working,Not available,Semi-Urban,37833.07,371.68,1.0,740.04,1,Inactive,Rural,1,55498.76,True
M,18.0,2012.42,Low,Working,Not available,Semi-Urban,43414.74,254.29,3.0,678.26,0,Unpossessed,Urban,1,81384.21,True
M,32.0,1830.27,Low,Working,Sales staff,Rural,112206.54,437.21,3.0,838.29,0,Inactive,Urban,1,172290.22,True
M,63.0,1698.66,High,Pensioner,Retired,Rural,45358.14,179.32,2.0,789.5,0,Unpossessed,Semi-Urban,0,77968.19,True
M,25.0,0.0,Low,Working,Laborers,Rural,7355.33,65.97,4.0,764.57,0,Unpossessed,Urban,1,11129.83,True
F,56.0,2270.2,Low,Working,Cooking staff,Urban,67456.5,337.88,3.0,759.91,0,Active,Semi-Urban,1,104559.76,True
M,42.0,1638.1,Low,Working,Cooking staff,Semi-Urban,71130.88,302.18,2.0,835.23,1,Active,Urban,1,105900.77,True
F,60.0,0.0,High,Pensioner,Retired,Rural,49812.8,282.03,2.0,740.04,0,Unpossessed,Semi-Urban,1,88476.77,True
F,36.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,68316.77,735.85,2.0,817.03,0,Inactive,Semi-Urban,1,92977.59,True
F,18.0,0.0,Low,Commercial associate,Managers,Semi-Urban,167653.87,534.14,2.0,830.37,0,Active,Semi-Urban,1,279987.19,True
F,40.0,4389.72,Low,Working,Managers,Semi-Urban,110090.18,876.16,1.0,794.41,1,Unpossessed,Rural,1,168042.34,True
F,18.0,1852.69,Low,Commercial associate,Laborers,Semi-Urban,63321.98,516.05,3.0,852.84,1,Inactive,Semi-Urban,1,77482.74,True
F,18.0,5167.51125,Low,Working,Laborers,Urban,35287.05,270.71,3.0,655.42,0,Active,Rural,1,63997.39,True
F,54.0,3175.74,Low,Commercial associate,Not available,Semi-Urban,230665.075,740.02,2.0,734.85,1,Unpossessed,Rural,1,344891.6775,True
M,42.0,2246.12,Low,Commercial associate,Accountants,Semi-Urban,76933.94,663.78,3.0,749.96,0,Unpossessed,Rural,1,86205.53,True
F,36.0,0.0,Low,Commercial associate,Accountants,Semi-Urban,79668.91,416.32,2.0,762.13,0,Active,Urban,1,123541.29,True
F,45.0,2678.51,Low,Commercial associate,Accountants,Rural,114453.88,589.02,1.0,689.48,0,Inactive,Urban,1,209369.1,True
F,32.0,0.0,Low,Commercial associate,High skill tech staff,Urban,202000.32,562.42,3.0,767.79,0,Unpossessed,Rural,1,337770.54,True
F,61.0,1868.37,High,Pensioner,Retired,Semi-Urban,36834.17,202.02,1.0,861.6,0,Active,Semi-Urban,0,68252.35,True
F,46.0,2771.9,Low,Working,Managers,Semi-Urban,130456.58,678.5,1.0,740.04,0,Active,Semi-Urban,1,174206.31,True
F,18.0,1133.58,Low,Working,Laborers,Rural,48998.05,189.95,3.0,673.46,1,Active,Semi-Urban,1,74440.98,True
F,22.0,0.0,Low,Working,Not available,Semi-Urban,152625.43,720.48,2.0,787.03,0,Active,Semi-Urban,1,172105.3,True
M,51.0,2039.15,Low,Working,Medicine staff,Semi-Urban,50579.18,182.54,1.0,864.05,1,Unpossessed,Urban,1,78163.12,True
F,23.0,2656.08,Low,Commercial associate,Sales staff,Semi-Urban,53723.09,533.98,2.0,737.45,0,Unpossessed,Urban,1,68525.29,True
F,33.0,2183.63,Low,Working,Sales staff,Semi-Urban,168188.57,522.63,4.0,706.85,0,Unpossessed,Semi-Urban,1,241542.02,True
M,39.0,2436.8,Low,Working,Accountants,Semi-Urban,95460.56,339.66,0.0,816.94,1,Active,Urban,1,106321.92,True
M,48.0,2362.61,Low,Working,Sales staff,Semi-Urban,75558.3,646.99,1.0,651.37,0,Inactive,Semi-Urban,1,85102.53,True
F,18.0,2984.49,Low,Working,Waiters/barmen staff,Semi-Urban,113255.96,579.23,2.0,716.98,0,Unpossessed,Urban,1,187487.25,True
F,27.0,1964.88,Low,Commercial associate,Sales staff,Rural,59129.61,296.36,2.0,725.15,0,Active,Semi-Urban,1,83768.42,True
M,65.0,1991.54,High,Pensioner,Retired,Rural,149420.03,758.32,5.0,720.07,0,Active,Semi-Urban,0,183889.81,True
M,19.0,2434.18,Low,Working,Drivers,Semi-Urban,44841.19,314.98,0.0,728.34,0,Active,Urban,1,77389.06,True
F,38.0,1771.68,Low,State servant,Core staff,Semi-Urban,190919.93,576.28,4.0,751.01,0,Unpossessed,Rural,1,344891.6775,True
M,58.0,2307.52,Low,Commercial associate,Core staff,Semi-Urban,210685.07,585.49,2.0,861.84,0,Unpossessed,Rural,1,344891.6775,True
